id,hourly_wage,latitude,longitude,has_overtime,monthly_hours
JOB02771,1341,33.126557,130.760932,1,164
JOB02772,1247,34.725110,137.169850,0,163
JOB02773,1779,35.533846,139.796940,0,153
JOB02774,1438,34.929504,135.743124,0,135
JOB02775,1309,34.735407,136.745154,0,175
JOB02776,1611,32.491628,131.781663,1,134
JOB02777,1724,34.709810,135.927009,1,168
JOB02778,1603,35.109400,135.767796,0,132
JOB02779,1507,34.947291,135.593292,0,180
JOB02780,1324,35.616332,139.973506,0,131
JOB02781,1584,34.645553,135.152848,1,168
JOB02782,1866,35.041387,135.928824,1,169
JOB02783,1467,35.216928,136.997117,1,165
JOB02784,1384,32.365993,131.281334,0,130
JOB02785,1837,35.686362,139.511011,0,149
JOB02786,1254,34.997064,137.076966,1,174
JOB02787,1746,34.817086,135.380849,0,137
JOB02788,1420,39.977078,141.640874,0,148
JOB02789,1870,35.643354,139.850854,0,152
JOB02790,1413,34.832951,135.971128,1,170
JOB02791,1252,35.706993,139.732368,0,162
JOB02792,1880,35.641209,139.587857,0,154
JOB02793,1093,38.534710,140.617719,0,164
JOB02794,1834,35.508181,139.982221,1,179
JOB02795,1279,35.610406,139.800147,0,168
JOB02796,1201,31.814793,130.191197,0,179
JOB02797,1711,35.861176,139.651153,1,204
JOB02798,1056,33.427306,131.502850,0,155
JOB02799,1293,35.548450,139.757106,0,174
JOB02800,1642,35.646358,140.035393,1,151
JOB02801,1571,34.844559,136.810633,0,132
JOB02802,1625,35.614340,139.745108,0,157
JOB02803,1714,34.989974,135.845186,1,148
JOB02804,1151,40.256687,140.393172,0,115
JOB02805,1855,35.846417,139.698521,0,141
JOB02806,1339,34.663190,135.497698,1,146
JOB02807,1522,35.528884,139.999159,0,166
JOB02808,1067,40.503080,140.830234,0,113
JOB02809,1231,35.848150,139.936297,0,147
JOB02810,1313,39.236448,141.439093,1,184
JOB02811,1125,34.800610,136.642563,0,157
JOB02812,1355,34.560404,135.861149,1,189
JOB02813,1440,35.700917,139.971366,1,195
JOB02814,1662,35.505893,139.515267,1,192
JOB02815,1604,35.847609,139.865847,1,188
JOB02816,1738,35.861582,140.039470,1,193
JOB02817,1272,38.469935,140.502693,1,185
JOB02818,1206,33.508201,131.640175,1,146
JOB02819,1878,35.463415,139.897224,0,172
JOB02820,1471,35.574485,139.806070,0,181
JOB02821,1462,35.895358,139.949359,0,185
JOB02822,1758,35.095801,135.279090,0,164
JOB02823,1500,34.881350,136.837960,0,140
JOB02824,1571,34.927618,135.528344,1,145
JOB02825,1533,34.851772,135.434571,0,144
JOB02826,1177,38.623427,140.891424,0,123
JOB02827,1782,35.632196,139.807142,1,162
JOB02828,1720,35.570418,139.532438,0,168
JOB02829,1176,33.584158,131.393269,0,163
JOB02830,1551,35.557475,139.891091,0,145
JOB02831,1540,31.956973,131.647633,1,140
JOB02832,1699,34.680358,135.909577,0,147
JOB02833,1243,40.464572,140.710239,0,132
JOB02834,1548,35.679230,139.892418,0,149
JOB02835,1606,35.308864,136.659495,0,175
JOB02836,1170,40.363913,140.619909,0,174
JOB02837,1779,35.558342,140.027295,1,206
JOB02838,1477,35.545106,140.012253,0,173
JOB02839,1518,35.190616,135.282231,0,165
JOB02840,1160,35.186237,136.906005,0,128
JOB02841,1881,35.693287,139.577030,1,146
JOB02842,1203,40.181053,140.529373,0,138
JOB02843,1571,32.466314,130.324054,1,161
JOB02844,1291,34.868910,135.878735,0,185
JOB02845,1191,34.691263,135.597244,0,171
JOB02846,1600,32.559106,130.910779,1,197
JOB02847,1774,34.683647,135.727519,0,161
JOB02848,1071,31.640576,131.582980,1,133
JOB02849,1791,34.921315,136.851726,1,136
JOB02850,1246,40.809903,141.271058,0,142
JOB02851,1784,34.862984,135.896287,1,157
JOB02852,1797,35.768176,139.527558,0,142
JOB02853,1218,35.452651,139.692775,0,186
JOB02854,1778,34.851833,135.417339,0,125
JOB02855,1287,32.699842,130.136681,0,123
JOB02856,1383,34.824261,135.621314,0,153
JOB02857,1352,34.821916,135.836102,1,194
JOB02858,1823,35.617155,139.574731,1,191
JOB02859,1458,38.341505,141.351257,1,145
JOB02860,1379,35.188373,137.063196,0,133
JOB02861,1809,35.890939,139.954517,0,162
JOB02862,1328,35.087192,136.844271,1,173
JOB02863,1801,35.884809,139.545577,0,177
JOB02864,1610,34.861415,136.693645,0,150
JOB02865,1446,35.754043,139.687604,0,132
JOB02866,1327,34.796348,136.797942,1,180
JOB02867,1795,35.007904,135.634125,0,132
JOB02868,1358,35.152466,136.656909,1,178
JOB02869,1232,31.470020,130.858746,0,120
JOB02870,1447,33.465189,131.140294,1,179
JOB02871,1518,35.844678,139.940255,1,168
JOB02872,1321,35.262353,137.124802,1,144
JOB02873,1761,35.207579,135.651473,1,160
JOB02874,1508,35.644648,139.595558,1,192
JOB02875,1669,35.567992,140.019371,1,155
JOB02876,1330,39.120985,140.776947,0,134
JOB02877,1642,34.880583,136.971056,0,164
JOB02878,1528,35.374394,136.640369,0,160
JOB02879,1679,35.019598,135.390319,1,195
JOB02880,1755,34.954806,135.596063,0,168
JOB02881,1766,34.699052,136.671961,1,172
JOB02882,1332,34.835624,135.180464,0,164
JOB02883,1729,34.771520,137.006882,1,153
JOB02884,1725,35.852122,139.914131,0,135
JOB02885,1867,35.682019,139.824442,0,132
JOB02886,1027,38.791873,140.878343,0,127
JOB02887,1266,34.960949,137.089441,0,131
JOB02888,1340,34.841876,135.112512,1,148
JOB02889,1947,34.803781,135.406390,1,159
JOB02890,1271,35.346951,137.119567,0,159
JOB02891,1805,35.814831,139.720132,1,160
JOB02892,1367,34.790817,136.894623,0,159
JOB02893,1661,35.263005,136.738952,1,160
JOB02894,1047,33.554841,130.569842,0,174
JOB02895,1732,35.602302,139.555398,0,176
JOB02896,1256,35.489996,139.644292,0,136
JOB02897,1382,38.724599,140.594001,0,148
JOB02898,1450,34.567217,135.163684,0,127
JOB02899,1641,35.849189,139.642327,0,160
JOB02900,1889,35.744403,139.866802,0,160
JOB02901,1308,35.505766,139.481980,0,152
JOB02902,1139,33.477906,130.450632,1,200
JOB02903,1104,40.383500,141.257609,1,132
JOB02904,1700,35.594342,139.972763,1,193
JOB02905,1346,35.071297,136.767592,0,161
JOB02906,1459,34.835284,135.989747,1,206
JOB02907,1190,35.333975,137.283834,0,144
JOB02908,1263,35.592462,139.619400,0,172
JOB02909,1575,34.749584,135.656515,1,155
JOB02910,1623,35.688041,140.038929,1,170
JOB02911,1742,34.620579,135.993017,0,136
JOB02912,1493,34.757719,136.981306,0,174
JOB02913,1181,32.875033,131.086502,1,178
JOB02914,1594,35.745716,139.805141,0,135
JOB02915,1311,33.285765,130.183774,0,154
JOB02916,1639,34.993709,136.837231,1,178
JOB02917,1526,35.846396,139.949452,0,175
JOB02918,1507,35.804821,139.763924,0,133
JOB02919,1627,35.551711,139.696240,0,181
JOB02920,1798,35.215137,135.801542,0,134
JOB02921,1491,32.713302,130.161743,0,169
JOB02922,1203,34.660611,135.288156,0,142
JOB02923,1538,35.220568,135.164460,1,179
JOB02924,1639,34.831555,136.796068,0,176
JOB02925,1895,35.656039,139.734485,0,134
JOB02926,1414,35.556492,139.477930,1,202
JOB02927,1672,35.230489,137.237764,1,207
JOB02928,1600,35.593340,139.678533,1,158
JOB02929,1273,34.649956,135.693458,0,142
JOB02930,1206,35.571817,139.877266,0,136
JOB02931,1164,35.382570,136.679997,1,169
JOB02932,1369,35.473576,139.811120,0,173
JOB02933,1240,35.022200,135.123447,0,185
JOB02934,1580,34.671486,136.844574,0,170
JOB02935,1330,35.506222,139.928162,1,219
JOB02936,1826,35.730701,139.861692,0,163
JOB02937,1641,35.819038,139.817738,1,178
JOB02938,1036,39.925166,140.703552,0,160
JOB02939,1432,35.256215,136.870444,0,129
JOB02940,1414,34.665922,135.383490,0,161
JOB02941,1526,35.751364,139.520583,1,148
JOB02942,1882,35.633451,139.990639,0,146
JOB02943,1524,34.661196,137.128440,0,159
JOB02944,1829,35.808542,139.738655,1,196
JOB02945,1716,35.601674,139.945339,0,170
JOB02946,1757,34.773669,137.252332,1,158
JOB02947,1438,35.643699,139.794530,1,210
JOB02948,1676,35.371063,136.991098,1,142
JOB02949,1260,35.488127,139.556145,0,181
JOB02950,1584,35.753308,139.654078,0,167
JOB02951,1371,35.508098,139.588051,1,214
JOB02952,1586,35.814778,139.941613,0,185
JOB02953,1711,34.627893,136.661581,0,176
JOB02954,1249,35.602137,139.808988,0,157
JOB02955,1799,35.492822,139.698954,1,212
JOB02956,1728,35.216189,136.705849,1,161
JOB02957,1850,35.575759,139.779652,0,156
JOB02958,1475,32.619073,130.174073,0,161
JOB02959,1637,35.670876,140.006476,1,200
JOB02960,1367,35.657473,139.903467,1,156
JOB02961,1553,34.581141,135.224540,1,156
JOB02962,1447,35.351713,136.842906,1,147
JOB02963,1722,34.799218,135.258065,0,165
JOB02964,1157,34.818776,137.257968,0,125
JOB02965,1886,35.641536,139.458439,0,186
JOB02966,1857,35.677686,139.495958,0,157
JOB02967,1744,35.383592,136.673834,0,123
JOB02968,1697,35.564302,139.559712,0,166
JOB02969,1484,35.898578,139.754830,0,185
JOB02970,1503,32.438395,130.340122,1,133
JOB02971,1414,35.183281,135.517961,0,141
JOB02972,1339,34.834388,135.119681,1,200
JOB02973,1329,35.237552,135.856823,0,184
JOB02974,1796,34.950622,135.827996,1,164
JOB02975,1475,35.624858,139.881630,1,181
JOB02976,1252,35.594398,139.912351,0,143
JOB02977,1503,34.984067,137.132264,1,182
JOB02978,1475,35.853827,139.757618,1,210
JOB02979,1361,35.834020,140.001016,1,199
JOB02980,1626,35.784890,139.507899,1,172
JOB02981,1434,35.877976,139.768457,1,218
JOB02982,1367,34.821657,137.218758,0,154
JOB02983,1604,35.739481,139.730328,1,202
JOB02984,1758,35.578054,139.732376,1,177
JOB02985,1376,35.898835,139.572702,1,174
JOB02986,1872,35.117834,135.296471,1,149
JOB02987,1410,38.451359,140.703643,0,127
JOB02988,1367,34.840351,135.801873,0,173
JOB02989,1855,35.583889,140.009985,1,152
JOB02990,1735,35.733132,139.955142,1,171
JOB02991,1625,35.622632,139.660528,1,166
JOB02992,1739,35.163059,135.264514,1,160
JOB02993,1348,35.459708,139.622198,0,190
JOB02994,1221,34.713634,137.056298,0,134
JOB02995,1921,35.819096,139.921435,1,182
JOB02996,1216,38.780668,140.639223,1,186
JOB02997,1251,35.563057,139.881406,0,157
JOB02998,1416,38.467713,140.555203,0,145
JOB02999,1767,34.614854,135.590823,1,185
JOB03000,1350,40.641892,140.615770,0,111
JOB03001,1889,35.163877,135.300053,1,201
JOB03002,1780,35.468298,139.962032,0,135
JOB03003,1547,34.815049,135.431977,1,154
JOB03004,1186,38.387085,141.429565,1,155
JOB03005,1160,35.032478,137.147656,0,133
JOB03006,1517,35.200991,135.815162,1,196
JOB03007,1720,35.786574,139.882568,1,191
JOB03008,1589,34.895684,137.004129,0,143
JOB03009,1339,35.862071,139.707055,0,138
JOB03010,1272,35.206263,135.132309,0,142
JOB03011,1215,33.665739,131.728230,0,179
JOB03012,1542,34.733087,137.128910,0,180
JOB03013,1562,35.242289,136.648423,0,138
JOB03014,1128,39.598620,141.670668,1,123
JOB03015,1306,34.600562,135.661320,0,127
JOB03016,1677,34.680012,135.804470,0,149
JOB03017,1498,34.865874,135.374749,0,144
JOB03018,1514,34.837769,135.441464,0,157
JOB03019,1371,35.626548,139.504720,0,136
JOB03020,1312,35.877387,139.530664,0,148
JOB03021,1418,35.383697,136.970295,0,174
JOB03022,1396,34.725767,137.102407,1,179
JOB03023,1747,34.634412,135.584692,0,179
JOB03024,1665,35.586009,139.904335,0,152
JOB03025,1859,35.774042,139.525158,0,164
JOB03026,1367,34.934628,135.414854,1,190
JOB03027,1498,34.858548,137.039794,0,164
JOB03028,1906,35.777796,139.865642,1,207
JOB03029,1078,38.702972,141.377903,0,163
JOB03030,1297,35.309422,137.015679,0,179
JOB03031,1843,35.578936,140.028400,1,201
JOB03032,1784,35.100014,135.476566,0,182
JOB03033,1677,35.589998,139.945823,1,164
JOB03034,1512,31.679330,131.032846,1,178
JOB03035,1397,35.025434,135.797553,1,163
JOB03036,1533,35.152729,136.701166,0,139
JOB03037,1897,35.802823,139.942953,0,159
JOB03038,1356,35.242360,135.534170,0,182
JOB03039,1166,35.004121,135.617655,0,152
JOB03040,1746,35.673465,139.981334,1,204
JOB03041,1496,35.002274,137.191291,0,173
JOB03042,1497,34.882824,135.374558,0,167
JOB03043,1505,35.199572,135.395988,1,197
JOB03044,1131,35.273864,137.058940,0,157
JOB03045,1379,35.865657,139.789775,1,214
JOB03046,1689,35.760857,139.767156,1,198
JOB03047,1577,35.849284,139.538506,1,188
JOB03048,1726,35.451874,139.481495,1,202
JOB03049,1863,35.821664,139.827993,0,137
JOB03050,1224,35.583586,139.467585,0,146
JOB03051,1822,34.579746,135.935091,1,164
JOB03052,1662,34.788423,135.753481,1,195
JOB03053,991,40.012158,140.472321,0,150
JOB03054,1169,39.826619,141.077737,0,167
JOB03055,1374,35.689004,139.717004,1,174
JOB03056,1574,34.738059,136.670248,1,188
JOB03057,1404,33.452893,130.861520,0,158
JOB03058,1286,35.830199,139.682033,1,224
JOB03059,1447,35.708733,139.902137,1,158
JOB03060,1922,35.812071,139.826988,1,195
JOB03061,1342,34.834558,136.725742,0,162
JOB03062,1175,35.213487,136.707682,1,214
JOB03063,1674,34.790774,135.456422,1,211
JOB03064,1210,35.078904,137.063292,0,126
JOB03065,1036,40.235671,141.198522,1,146
JOB03066,1772,35.830122,139.645998,0,188
JOB03067,1720,35.495831,139.746887,0,134
JOB03068,1475,39.439913,141.759443,1,141
JOB03069,1190,40.618747,140.912255,1,183
JOB03070,1428,34.622685,135.920447,0,157
JOB03071,1270,34.618819,135.479729,0,166
JOB03072,1392,35.840235,139.723539,0,152
JOB03073,1676,35.289846,136.769488,0,180
JOB03074,1869,34.729614,135.302555,1,205
JOB03075,1461,35.556431,140.002005,0,181
JOB03076,1749,35.595327,139.639079,1,171
JOB03077,1248,35.784699,139.589033,0,186
JOB03078,1674,35.171163,135.372474,0,133
JOB03079,1779,35.660059,139.998209,0,133
JOB03080,1252,35.084574,135.862926,1,183
JOB03081,1484,34.862938,135.619496,0,138
JOB03082,1188,35.223329,136.945041,0,177
JOB03083,1200,40.478509,140.583251,0,164
JOB03084,1835,34.640055,137.262275,1,195
JOB03085,1381,35.820893,139.689344,1,199
JOB03086,1591,35.531014,139.560215,1,185
JOB03087,1609,35.845916,139.947513,1,194
JOB03088,1647,35.534156,139.674703,0,150
JOB03089,1491,34.763720,136.691029,0,157
JOB03090,1335,35.319215,137.207784,0,135
JOB03091,1805,35.673380,139.938117,1,159
JOB03092,1852,35.619972,139.947102,1,200
JOB03093,1720,35.610787,140.014052,1,174
JOB03094,1474,38.060074,141.743927,1,184
JOB03095,1742,34.688177,135.327824,1,158
JOB03096,1678,35.147808,135.585304,0,182
JOB03097,1362,35.285891,136.601204,0,135
JOB03098,1554,35.879664,139.918059,0,136
JOB03099,1288,38.030034,140.470091,1,171
JOB03100,1462,33.120769,130.272217,0,150
JOB03101,1736,34.780174,137.068260,0,126
JOB03102,1203,39.760430,141.739628,0,112
JOB03103,1165,40.508155,140.344532,0,118
JOB03104,1582,35.298478,136.838574,1,136
JOB03105,1722,35.632991,139.532582,1,151
JOB03106,1199,32.977302,131.430733,1,177
JOB03107,1770,35.581374,139.532305,0,142
JOB03108,1870,35.067802,136.824652,1,156
JOB03109,1721,35.067671,135.255095,1,144
JOB03110,1132,38.144557,141.790585,1,185
JOB03111,1419,34.632129,136.922534,0,137
JOB03112,1345,39.780652,140.788007,1,171
JOB03113,1727,35.653286,139.722434,0,182
JOB03114,1376,35.726332,139.981651,1,200
JOB03115,1407,40.269353,141.458282,1,169
JOB03116,1710,35.735000,139.860916,0,189
JOB03117,1434,34.631338,135.681290,1,146
JOB03118,1574,34.689607,135.270104,1,191
JOB03119,1726,35.204065,135.203035,1,187
JOB03120,1365,35.474359,139.942984,1,199
JOB03121,1202,32.611071,130.951010,0,117
JOB03122,1814,35.099715,136.985458,1,164
JOB03123,1236,34.901263,135.489841,0,135
JOB03124,1548,34.996298,136.928250,1,161
JOB03125,1291,34.867743,136.895334,0,167
JOB03126,1458,34.556555,135.309136,0,153
JOB03127,1294,39.930853,141.531571,1,181
JOB03128,1737,35.825216,139.610853,0,180
JOB03129,1297,34.928400,137.266796,0,164
JOB03130,1379,39.424285,140.985662,0,172
JOB03131,1823,35.645033,139.994646,1,167
JOB03132,1672,35.076648,135.977717,0,156
JOB03133,1521,35.090688,137.156609,1,172
JOB03134,1259,35.472984,139.818075,0,148
JOB03135,1268,35.107341,136.914162,0,153
JOB03136,1319,34.717690,135.141351,0,125
JOB03137,1696,35.393478,136.626524,0,130
JOB03138,1106,40.294967,141.571817,0,141
JOB03139,1411,40.208567,141.151497,0,132
JOB03140,1286,33.454069,130.909218,0,124
JOB03141,1699,35.037259,136.879403,0,172
JOB03142,1497,35.753298,139.586135,0,151
JOB03143,1385,34.897061,135.328086,0,167
JOB03144,1484,35.491204,139.638742,0,144
JOB03145,1371,33.683742,131.361675,1,157
JOB03146,1780,35.144468,135.403154,0,176
JOB03147,1504,34.995524,135.842585,0,184
JOB03148,1413,35.451948,139.689791,1,179
JOB03149,1417,34.831245,135.901957,1,207
JOB03150,1852,35.247822,135.174736,1,184
JOB03151,1389,35.773921,139.786367,1,183
JOB03152,1345,40.495152,141.086737,0,162
JOB03153,1192,34.842269,136.670053,0,144
JOB03154,1535,34.616447,135.650860,1,215
JOB03155,1707,34.958169,136.767798,0,147
JOB03156,1379,35.566075,139.778687,1,174
JOB03157,1424,39.767774,141.429040,1,147
JOB03158,1452,35.567863,140.009805,1,178
JOB03159,1131,38.191550,140.696447,0,121
JOB03160,1174,35.332129,136.609536,1,183
JOB03161,1879,35.463918,139.596979,0,169
JOB03162,1302,34.573645,135.952241,1,149
JOB03163,1394,34.949834,137.212227,0,172
JOB03164,1727,35.191976,136.920856,0,135
JOB03165,1329,34.771443,135.590130,1,161
JOB03166,1794,34.838019,135.608604,0,142
JOB03167,1444,31.664322,130.678603,0,129
JOB03168,1111,39.754050,140.274790,1,162
JOB03169,1108,39.797992,141.649687,0,169
JOB03170,1187,39.507302,140.965132,0,157
JOB03171,1852,35.355599,137.125888,1,140
JOB03172,1406,38.397059,140.399422,1,159
JOB03173,1699,34.728629,137.212640,1,158
JOB03174,1918,34.580667,135.693877,1,151
JOB03175,1887,34.780094,135.431604,1,183
JOB03176,1516,34.614445,136.750876,0,126
JOB03177,1773,35.100519,135.671010,0,178
JOB03178,1526,33.561547,130.535627,0,133
JOB03179,1843,34.939934,135.700730,1,180
JOB03180,1381,34.732326,135.426491,0,161
JOB03181,1756,35.540043,139.939808,0,140
JOB03182,1655,35.538098,139.584173,0,158
JOB03183,1364,35.452523,139.484019,1,180
JOB03184,1504,35.748295,139.459314,1,148
JOB03185,1777,35.669480,139.547151,1,156
JOB03186,1177,33.461215,130.613723,1,204
JOB03187,1502,34.815419,137.169361,1,170
JOB03188,1501,35.245278,137.061570,1,180
JOB03189,1375,35.284363,136.995558,0,176
JOB03190,1167,40.752683,141.236437,1,165
JOB03191,1119,38.145264,141.061701,1,191
JOB03192,1654,35.564896,140.042359,0,138
JOB03193,1535,35.519905,140.043801,1,201
JOB03194,1409,34.665172,137.135010,1,168
JOB03195,1437,39.237544,141.333612,0,120
JOB03196,1297,38.757574,140.938363,1,160
JOB03197,1555,35.523849,139.864055,0,136
JOB03198,1506,35.630837,139.692011,0,180
JOB03199,1251,33.198776,130.209786,1,172
JOB03200,1816,35.738612,139.795180,1,192
JOB03201,1601,35.610534,139.918849,0,136
JOB03202,1449,31.873420,131.586328,0,147
JOB03203,1806,35.689612,139.633042,0,175
JOB03204,1463,35.875404,139.927608,0,159
JOB03205,1591,35.323477,137.021178,1,154
JOB03206,1654,35.698082,139.601677,1,192
JOB03207,1414,35.710877,139.803430,1,179
JOB03208,1314,31.340290,130.872244,0,161
JOB03209,2048,35.719805,139.815135,1,211
JOB03210,1258,39.294642,140.394842,1,138
JOB03211,1808,35.744706,139.883182,1,164
JOB03212,1626,35.804465,139.564702,1,171
JOB03213,1594,35.112588,135.721684,1,164
JOB03214,1370,34.950645,135.103821,0,146
JOB03215,1443,35.550249,139.473721,0,153
JOB03216,1812,35.612517,139.726847,1,215
JOB03217,1678,34.860205,135.320903,1,166
JOB03218,1706,35.761783,139.905858,0,182
JOB03219,1363,35.677932,139.624057,0,178
JOB03220,1761,34.973527,135.258509,0,134
JOB03221,1700,35.643049,140.013188,0,188
JOB03222,1656,35.592613,139.735472,0,142
JOB03223,1239,34.682940,135.309069,1,189
JOB03224,1250,34.590815,135.633019,0,134
JOB03225,1551,34.686645,135.708570,0,146
JOB03226,1151,39.462885,141.622078,1,140
JOB03227,1658,35.592503,139.466668,1,188
JOB03228,1920,35.587411,139.498134,1,165
JOB03229,1421,35.146793,136.832142,0,177
JOB03230,1490,34.593753,135.761404,0,134
JOB03231,1666,35.523446,139.858972,0,137
JOB03232,1197,34.639666,135.512038,0,140
JOB03233,1837,35.475044,139.734491,1,183
JOB03234,1479,35.340756,136.679498,0,133
JOB03235,1506,31.375781,130.478858,0,155
JOB03236,1386,33.238049,130.352851,0,171
JOB03237,1478,34.695754,135.336800,1,185
JOB03238,1864,35.487485,139.810361,0,131
JOB03239,1715,35.459302,139.788711,1,152
JOB03240,1596,35.641377,139.797390,1,151
JOB03241,1489,35.743062,139.556260,0,176
JOB03242,1493,34.645363,135.488289,0,137
JOB03243,1775,35.370545,136.635372,1,188
JOB03244,1052,40.394503,141.056899,0,153
JOB03245,1718,35.889734,139.960775,0,134
JOB03246,1372,35.723888,139.520973,1,170
JOB03247,1939,35.843489,139.597906,1,148
JOB03248,1523,35.708722,139.785333,0,138
JOB03249,1650,34.860107,136.883795,0,146
JOB03250,1332,40.048994,141.756422,1,132
JOB03251,1881,35.561738,139.779582,1,171
JOB03252,1727,34.778238,136.923300,0,169
JOB03253,1739,35.181801,135.738186,0,143
JOB03254,1667,35.486416,139.891387,1,178
JOB03255,1747,35.756351,139.976720,1,150
JOB03256,1871,35.459124,139.933646,1,151
JOB03257,1658,34.969224,136.628431,0,139
JOB03258,1507,38.311601,141.233927,1,143
JOB03259,1685,35.031780,136.686837,0,155
JOB03260,1281,39.595499,141.557376,0,152
JOB03261,1711,34.891315,135.740459,1,173
JOB03262,1405,35.521025,140.010617,0,190
JOB03263,1796,35.635392,139.459655,1,158
JOB03264,1927,35.665148,139.697602,1,156
JOB03265,1629,35.162666,135.512926,0,143
JOB03266,1897,35.895418,140.029815,1,212
JOB03267,1358,35.713566,139.479860,0,155
JOB03268,1833,35.605260,139.827924,0,186
JOB03269,1184,39.156710,140.277904,0,158
JOB03270,1458,31.753171,130.729166,0,174
JOB03271,1495,34.868147,137.175143,0,155
JOB03272,1361,35.716810,139.921645,0,188
JOB03273,1923,35.885889,139.821675,1,172
JOB03274,1259,35.354467,136.636888,0,179
JOB03275,1505,35.107939,135.876863,1,158
JOB03276,1645,34.934807,135.837079,0,128
JOB03277,1421,35.283042,137.079674,1,192
JOB03278,1684,34.989516,135.555387,0,155
JOB03279,1374,40.476558,140.328524,0,120
JOB03280,1571,34.909394,136.679440,1,204
JOB03281,1785,35.534060,139.495821,0,171
JOB03282,1282,35.770425,140.006653,1,171
JOB03283,1433,40.187466,140.455723,0,132
JOB03284,1109,32.090334,131.330426,0,141
JOB03285,1148,39.084493,140.858392,0,152
JOB03286,1674,35.587291,139.659026,0,166
JOB03287,1565,39.969384,141.422712,1,157
JOB03288,1428,34.594016,135.288069,1,174
JOB03289,1142,39.568472,141.245621,0,160
JOB03290,1724,34.840613,137.240547,1,151
JOB03291,1876,35.508140,139.934288,1,182
JOB03292,1489,34.621006,135.536158,0,173
JOB03293,1618,34.856222,135.758062,1,174
JOB03294,1593,35.777797,139.856357,0,181
JOB03295,1662,35.850766,139.810458,1,206
JOB03296,1373,35.829586,139.632951,0,169
JOB03297,1062,33.051666,130.507999,0,150
JOB03298,1669,35.039876,137.079812,1,147
JOB03299,1917,35.615478,140.005802,1,203
JOB03300,1648,34.643713,135.311490,0,130
JOB03301,1638,34.977095,135.717408,1,185
JOB03302,1739,34.976745,135.648697,0,173
JOB03303,1664,35.892213,139.956345,1,141
JOB03304,1136,34.664392,136.684014,0,148
JOB03305,1360,35.669334,139.720640,1,186
JOB03306,1095,31.785187,130.301549,0,139
JOB03307,1754,34.672141,135.892551,0,178
JOB03308,1815,35.804321,139.468356,0,141
JOB03309,998,38.003443,140.998867,0,147
JOB03310,1266,38.118840,141.317596,0,155
JOB03311,1532,35.242023,136.793075,0,124
JOB03312,1754,34.814231,135.566752,1,189
JOB03313,1235,40.729947,141.155252,1,183
JOB03314,984,39.863508,141.062403,0,146
JOB03315,1294,39.902587,140.410608,0,137
JOB03316,1280,35.783620,139.835117,0,180
JOB03317,1537,31.489694,130.830916,1,137
JOB03318,1388,35.680817,139.714571,1,143
JOB03319,1753,35.790068,139.775005,1,179
JOB03320,1265,34.946728,136.806072,0,130
JOB03321,1622,34.757716,137.289599,1,156
JOB03322,1842,34.655160,136.940374,1,173
JOB03323,1636,35.739832,139.994008,1,190
JOB03324,1493,33.015144,130.397643,0,172
JOB03325,2005,35.596053,139.936698,1,186
JOB03326,1219,35.454330,139.477817,0,177
JOB03327,1321,35.489925,139.502717,0,158
JOB03328,1754,34.921782,135.723166,1,195
JOB03329,1318,35.170509,135.809944,0,150
JOB03330,1639,35.556043,139.497701,1,164
JOB03331,1801,35.396909,136.760218,1,198
JOB03332,1255,35.158372,135.808946,0,131
JOB03333,1904,35.770968,139.531918,1,165
JOB03334,1700,35.127305,135.868887,1,188
JOB03335,1542,34.599797,135.856822,0,170
JOB03336,1365,35.758204,139.520136,0,141
JOB03337,1462,33.368816,130.679663,1,176
JOB03338,1704,35.797494,139.925249,1,169
JOB03339,1910,35.865794,139.896752,1,203
JOB03340,1097,32.569974,130.546301,0,150
JOB03341,1695,35.731912,139.612442,1,162
JOB03342,1250,39.951263,141.568370,0,128
JOB03343,1105,33.499087,131.078513,0,151
JOB03344,1460,34.680924,136.837429,1,173
JOB03345,1584,35.470085,140.035900,1,214
JOB03346,1072,31.868153,130.792169,1,164
JOB03347,1387,40.391201,141.367379,1,150
JOB03348,1623,34.653411,135.862144,1,184
JOB03349,1074,40.258452,140.401239,0,119
JOB03350,1816,35.759311,139.709509,1,175
JOB03351,1340,38.171662,141.123448,1,143
JOB03352,1648,35.011391,137.191708,0,123
JOB03353,1617,35.788058,139.864085,0,136
JOB03354,1881,35.851297,139.667251,0,188
JOB03355,1747,35.638273,139.981081,1,194
JOB03356,1804,34.749701,137.262107,1,153
JOB03357,1582,35.011211,135.728435,1,158
JOB03358,1355,35.663502,139.573678,1,180
JOB03359,1251,35.605862,139.849056,0,175
JOB03360,1616,35.689010,139.785074,0,135
JOB03361,1522,34.914061,137.081674,0,147
JOB03362,1796,35.682553,139.749379,1,153
JOB03363,1773,34.765906,135.544776,0,142
JOB03364,1882,35.554164,139.746996,0,151
JOB03365,1209,32.115317,131.154182,1,170
JOB03366,1204,35.550950,139.695448,0,174
JOB03367,1875,34.744101,135.899130,1,144
JOB03368,1228,34.781116,135.458183,0,168
JOB03369,1616,35.792272,140.038238,0,165
JOB03370,1741,34.758579,135.353397,1,177
JOB03371,1474,35.074106,136.853378,0,157
JOB03372,1552,35.456062,139.728046,1,187
JOB03373,1734,35.005075,135.160431,0,132
JOB03374,1711,35.795702,139.925751,1,185
JOB03375,1261,34.565919,135.964945,1,196
JOB03376,985,40.599032,141.368109,0,166
JOB03377,1178,33.319091,130.613196,0,176
